#1.9eV differential cross sections for H-H elastic collisions from Krstic and Shultz. 1998
#angle(deg),sigma(cm^2)
3.53E+00,5.45E-14
3.63E+00,5.19E-14
3.74E+00,5.01E-14
3.84E+00,4.91E-14
3.95E+00,4.89E-14
4.06E+00,4.94E-14
4.17E+00,5.05E-14
4.28E+00,5.22E-14
4.39E+00,5.44E-14
4.51E+00,5.69E-14
4.62E+00,5.95E-14
4.74E+00,6.20E-14
4.86E+00,6.41E-14
4.98E+00,6.56E-14
5.10E+00,6.66E-14
5.22E+00,6.70E-14
5.35E+00,6.70E-14
5.47E+00,6.68E-14
5.60E+00,6.68E-14
5.73E+00,6.70E-14
5.86E+00,6.76E-14
5.99E+00,6.88E-14
6.12E+00,7.06E-14
6.26E+00,7.30E-14
6.39E+00,7.59E-14
6.53E+00,7.91E-14
6.67E+00,8.25E-14
6.81E+00,8.57E-14
6.95E+00,8.84E-14
7.09E+00,9.03E-14
7.23E+00,9.13E-14
7.38E+00,9.14E-14
7.53E+00,9.06E-14
7.67E+00,8.94E-14
7.82E+00,8.79E-14
7.97E+00,8.65E-14
8.13E+00,8.54E-14
8.28E+00,8.46E-14
8.43E+00,8.43E-14
8.59E+00,8.43E-14
8.75E+00,8.47E-14
8.91E+00,8.51E-14
9.07E+00,8.56E-14
9.23E+00,8.60E-14
9.39E+00,8.61E-14
9.56E+00,8.59E-14
9.72E+00,8.55E-14
9.89E+00,8.48E-14
1.01E+01,8.40E-14
1.02E+01,8.32E-14
1.04E+01,8.25E-14
1.06E+01,8.17E-14
1.07E+01,8.10E-14
1.09E+01,8.03E-14
1.11E+01,7.97E-14
1.13E+01,7.91E-14
1.15E+01,7.86E-14
1.16E+01,7.83E-14
1.18E+01,7.81E-14
1.20E+01,7.81E-14
1.22E+01,7.83E-14
1.24E+01,7.87E-14
1.26E+01,7.94E-14
1.27E+01,8.03E-14
1.29E+01,8.13E-14
1.31E+01,8.25E-14
1.33E+01,8.39E-14
1.35E+01,8.55E-14
1.37E+01,8.73E-14
1.39E+01,8.94E-14
1.41E+01,9.19E-14
1.43E+01,9.48E-14
1.45E+01,9.81E-14
1.47E+01,1.02E-13
1.49E+01,1.07E-13
1.51E+01,1.12E-13
1.53E+01,1.17E-13
1.55E+01,1.24E-13
1.57E+01,1.31E-13
1.59E+01,1.39E-13
1.61E+01,1.46E-13
1.63E+01,1.54E-13
1.66E+01,1.62E-13
1.68E+01,1.70E-13
1.70E+01,1.79E-13
1.72E+01,1.87E-13
1.74E+01,1.96E-13
1.76E+01,2.06E-13
1.79E+01,2.17E-13
1.81E+01,2.29E-13
1.83E+01,2.42E-13
1.85E+01,2.56E-13
1.87E+01,2.70E-13
1.90E+01,2.85E-13
1.92E+01,2.98E-13
1.94E+01,3.09E-13
1.97E+01,3.18E-13
1.99E+01,3.23E-13
2.01E+01,3.25E-13
2.03E+01,3.25E-13
2.06E+01,3.24E-13
2.08E+01,3.22E-13
2.10E+01,3.20E-13
2.13E+01,3.19E-13
2.15E+01,3.20E-13
2.18E+01,3.21E-13
2.20E+01,3.23E-13
2.22E+01,3.27E-13
2.25E+01,3.32E-13
2.27E+01,3.36E-13
2.30E+01,3.41E-13
2.32E+01,3.45E-13
2.35E+01,3.48E-13
2.37E+01,3.51E-13
2.40E+01,3.55E-13
2.42E+01,3.59E-13
2.45E+01,3.65E-13
2.47E+01,3.74E-13
2.50E+01,3.83E-13
2.52E+01,3.95E-13
2.55E+01,4.08E-13
2.57E+01,4.23E-13
2.60E+01,4.39E-13
2.63E+01,4.57E-13
2.65E+01,4.76E-13
2.68E+01,4.95E-13
2.70E+01,5.15E-13
2.73E+01,5.34E-13
2.76E+01,5.53E-13
2.78E+01,5.72E-13
2.81E+01,5.90E-13
2.84E+01,6.07E-13
2.86E+01,6.24E-13
2.89E+01,6.40E-13
2.92E+01,6.54E-13
2.95E+01,6.68E-13
2.97E+01,6.80E-13
3.00E+01,6.92E-13
3.03E+01,7.04E-13
3.06E+01,7.14E-13
3.08E+01,7.25E-13
3.11E+01,7.35E-13
3.14E+01,7.46E-13
3.17E+01,7.56E-13
3.19E+01,7.67E-13
3.22E+01,7.77E-13
3.25E+01,7.88E-13
3.28E+01,7.99E-13
3.31E+01,8.12E-13
3.34E+01,8.27E-13
3.36E+01,8.43E-13
3.39E+01,8.59E-13
3.42E+01,8.76E-13
3.45E+01,8.93E-13
3.48E+01,9.10E-13
3.51E+01,9.27E-13
3.54E+01,9.45E-13
3.57E+01,9.63E-13
3.60E+01,9.82E-13
3.63E+01,1.00E-12
3.66E+01,1.02E-12
3.69E+01,1.04E-12
3.72E+01,1.06E-12
3.75E+01,1.08E-12
3.78E+01,1.11E-12
3.81E+01,1.14E-12
3.84E+01,1.16E-12
3.87E+01,1.19E-12
3.90E+01,1.22E-12
3.93E+01,1.24E-12
3.96E+01,1.27E-12
3.99E+01,1.30E-12
4.02E+01,1.33E-12
4.05E+01,1.35E-12
4.08E+01,1.38E-12
4.11E+01,1.41E-12
4.14E+01,1.44E-12
4.17E+01,1.46E-12
4.20E+01,1.49E-12
4.23E+01,1.52E-12
4.27E+01,1.55E-12
4.30E+01,1.58E-12
4.33E+01,1.60E-12
4.36E+01,1.62E-12
4.39E+01,1.64E-12
4.42E+01,1.65E-12
4.45E+01,1.67E-12
4.49E+01,1.68E-12
4.52E+01,1.70E-12
4.55E+01,1.71E-12
4.58E+01,1.72E-12
4.61E+01,1.74E-12
4.65E+01,1.75E-12
4.68E+01,1.77E-12
4.71E+01,1.78E-12
4.74E+01,1.80E-12
4.78E+01,1.81E-12
4.81E+01,1.83E-12
4.84E+01,1.84E-12
4.87E+01,1.85E-12
4.91E+01,1.86E-12
4.94E+01,1.86E-12
4.97E+01,1.87E-12
5.01E+01,1.87E-12
5.04E+01,1.88E-12
5.07E+01,1.88E-12
5.10E+01,1.89E-12
5.14E+01,1.90E-12
5.17E+01,1.91E-12
5.20E+01,1.93E-12
5.24E+01,1.95E-12
5.27E+01,1.97E-12
5.30E+01,1.99E-12
5.34E+01,2.02E-12
5.37E+01,2.05E-12
5.41E+01,2.08E-12
5.44E+01,2.12E-12
5.47E+01,2.15E-12
5.51E+01,2.18E-12
5.54E+01,2.21E-12
5.57E+01,2.24E-12
5.61E+01,2.28E-12
5.64E+01,2.31E-12
5.68E+01,2.34E-12
5.71E+01,2.36E-12
5.75E+01,2.39E-12
5.78E+01,2.42E-12
5.81E+01,2.44E-12
5.85E+01,2.48E-12
5.88E+01,2.51E-12
5.92E+01,2.55E-12
5.95E+01,2.58E-12
5.99E+01,2.62E-12
6.02E+01,2.66E-12
6.06E+01,2.71E-12
6.09E+01,2.76E-12
6.13E+01,2.81E-12
6.16E+01,2.87E-12
6.20E+01,2.92E-12
6.23E+01,2.97E-12
6.27E+01,3.02E-12
6.30E+01,3.07E-12
6.34E+01,3.13E-12
6.37E+01,3.20E-12
6.41E+01,3.27E-12
6.44E+01,3.34E-12
6.48E+01,3.41E-12
6.51E+01,3.49E-12
6.55E+01,3.57E-12
6.58E+01,3.65E-12
6.62E+01,3.73E-12
6.65E+01,3.80E-12
6.69E+01,3.87E-12
6.73E+01,3.94E-12
6.76E+01,4.02E-12
6.80E+01,4.09E-12
6.83E+01,4.16E-12
6.87E+01,4.21E-12
6.90E+01,4.25E-12
6.94E+01,4.28E-12
6.98E+01,4.30E-12
7.01E+01,4.34E-12
7.05E+01,4.38E-12
7.08E+01,4.42E-12
7.12E+01,4.46E-12
7.16E+01,4.50E-12
7.19E+01,4.53E-12
7.23E+01,4.56E-12
7.26E+01,4.59E-12
7.30E+01,4.63E-12
7.34E+01,4.67E-12
7.37E+01,4.71E-12
7.41E+01,4.75E-12
7.44E+01,4.79E-12
7.48E+01,4.83E-12
7.52E+01,4.87E-12
7.55E+01,4.91E-12
7.59E+01,4.93E-12
7.63E+01,4.95E-12
7.66E+01,4.98E-12
7.70E+01,5.01E-12
7.73E+01,5.06E-12
7.77E+01,5.13E-12
7.81E+01,5.19E-12
7.84E+01,5.25E-12
7.88E+01,5.30E-12
7.92E+01,5.35E-12
7.95E+01,5.42E-12
7.99E+01,5.50E-12
8.03E+01,5.59E-12
8.06E+01,5.69E-12
8.10E+01,5.76E-12
8.14E+01,5.83E-12
8.17E+01,5.89E-12
8.21E+01,5.95E-12
8.25E+01,6.03E-12
8.28E+01,6.12E-12
8.32E+01,6.20E-12
8.36E+01,6.27E-12
8.39E+01,6.32E-12
8.43E+01,6.36E-12
8.47E+01,6.39E-12
8.50E+01,6.42E-12
8.54E+01,6.43E-12
8.58E+01,6.45E-12
8.61E+01,6.47E-12
8.65E+01,6.49E-12
8.69E+01,6.54E-12
8.72E+01,6.60E-12
8.76E+01,6.66E-12
8.80E+01,6.71E-12
8.83E+01,6.75E-12
8.87E+01,6.79E-12
8.91E+01,6.85E-12
8.94E+01,6.93E-12
8.98E+01,7.01E-12
9.02E+01,7.10E-12
9.06E+01,7.16E-12
9.09E+01,7.21E-12
9.13E+01,7.25E-12
9.17E+01,7.29E-12
9.20E+01,7.35E-12
9.24E+01,7.44E-12
9.28E+01,7.54E-12
9.31E+01,7.64E-12
9.35E+01,7.72E-12
9.39E+01,7.78E-12
9.42E+01,7.85E-12
9.46E+01,7.93E-12
9.50E+01,8.04E-12
9.53E+01,8.18E-12
9.57E+01,8.32E-12
9.61E+01,8.47E-12
9.64E+01,8.60E-12
9.68E+01,8.73E-12
9.72E+01,8.85E-12
9.75E+01,8.99E-12
9.79E+01,9.14E-12
9.83E+01,9.28E-12
9.86E+01,9.41E-12
9.90E+01,9.53E-12
9.94E+01,9.64E-12
9.97E+01,9.73E-12
1.00E+02,9.81E-12
1.00E+02,9.89E-12
1.01E+02,9.97E-12
1.01E+02,1.01E-11
1.02E+02,1.02E-11
1.02E+02,1.03E-11
1.02E+02,1.04E-11
1.03E+02,1.06E-11
1.03E+02,1.07E-11
1.03E+02,1.07E-11
1.04E+02,1.08E-11
1.04E+02,1.08E-11
1.04E+02,1.08E-11
1.05E+02,1.09E-11
1.05E+02,1.10E-11
1.06E+02,1.10E-11
1.06E+02,1.10E-11
1.06E+02,1.11E-11
1.07E+02,1.11E-11
1.07E+02,1.12E-11
1.07E+02,1.13E-11
1.08E+02,1.14E-11
1.08E+02,1.15E-11
1.08E+02,1.16E-11
1.09E+02,1.17E-11
1.09E+02,1.18E-11
1.10E+02,1.18E-11
1.10E+02,1.19E-11
1.10E+02,1.20E-11
1.11E+02,1.22E-11
1.11E+02,1.23E-11
1.11E+02,1.24E-11
1.12E+02,1.25E-11
1.12E+02,1.25E-11
1.12E+02,1.26E-11
1.13E+02,1.26E-11
1.13E+02,1.27E-11
1.13E+02,1.28E-11
1.14E+02,1.29E-11
1.14E+02,1.30E-11
1.15E+02,1.30E-11
1.15E+02,1.31E-11
1.15E+02,1.32E-11
1.16E+02,1.34E-11
1.16E+02,1.35E-11
1.16E+02,1.37E-11
1.17E+02,1.39E-11
1.17E+02,1.41E-11
1.17E+02,1.43E-11
1.18E+02,1.45E-11
1.18E+02,1.47E-11
1.18E+02,1.49E-11
1.19E+02,1.50E-11
1.19E+02,1.52E-11
1.19E+02,1.53E-11
1.20E+02,1.54E-11
1.20E+02,1.56E-11
1.20E+02,1.57E-11
1.21E+02,1.59E-11
1.21E+02,1.60E-11
1.22E+02,1.61E-11
1.22E+02,1.63E-11
1.22E+02,1.64E-11
1.23E+02,1.66E-11
1.23E+02,1.69E-11
1.23E+02,1.71E-11
1.24E+02,1.73E-11
1.24E+02,1.74E-11
1.24E+02,1.75E-11
1.25E+02,1.76E-11
1.25E+02,1.77E-11
1.25E+02,1.79E-11
1.26E+02,1.81E-11
1.26E+02,1.83E-11
1.26E+02,1.85E-11
1.27E+02,1.87E-11
1.27E+02,1.88E-11
1.27E+02,1.89E-11
1.28E+02,1.90E-11
1.28E+02,1.92E-11
1.28E+02,1.94E-11
1.29E+02,1.95E-11
1.29E+02,1.96E-11
1.29E+02,1.97E-11
1.30E+02,1.97E-11
1.30E+02,1.98E-11
1.30E+02,1.99E-11
1.31E+02,2.00E-11
1.31E+02,2.03E-11
1.31E+02,2.05E-11
1.32E+02,2.07E-11
1.32E+02,2.09E-11
1.32E+02,2.11E-11
1.33E+02,2.13E-11
1.33E+02,2.15E-11
1.33E+02,2.17E-11
1.34E+02,2.19E-11
1.34E+02,2.21E-11
1.34E+02,2.23E-11
1.34E+02,2.24E-11
1.35E+02,2.24E-11
1.35E+02,2.25E-11
1.35E+02,2.26E-11
1.36E+02,2.27E-11
1.36E+02,2.29E-11
1.36E+02,2.31E-11
1.37E+02,2.33E-11
1.37E+02,2.34E-11
1.37E+02,2.36E-11
1.38E+02,2.38E-11
1.38E+02,2.40E-11
1.38E+02,2.42E-11
1.39E+02,2.44E-11
1.39E+02,2.46E-11
1.39E+02,2.48E-11
1.40E+02,2.49E-11
1.40E+02,2.51E-11
1.40E+02,2.52E-11
1.40E+02,2.54E-11
1.41E+02,2.56E-11
1.41E+02,2.59E-11
1.41E+02,2.63E-11
1.42E+02,2.66E-11
1.42E+02,2.70E-11
1.42E+02,2.73E-11
1.43E+02,2.77E-11
1.43E+02,2.81E-11
1.43E+02,2.86E-11
1.43E+02,2.90E-11
1.44E+02,2.95E-11
1.44E+02,3.00E-11
1.44E+02,3.04E-11
1.45E+02,3.08E-11
1.45E+02,3.11E-11
1.45E+02,3.13E-11
1.45E+02,3.16E-11
1.46E+02,3.19E-11
1.46E+02,3.23E-11
1.46E+02,3.27E-11
1.47E+02,3.31E-11
1.47E+02,3.35E-11
1.47E+02,3.38E-11
1.47E+02,3.41E-11
1.48E+02,3.44E-11
1.48E+02,3.47E-11
1.48E+02,3.51E-11
1.49E+02,3.56E-11
1.49E+02,3.62E-11
1.49E+02,3.67E-11
1.49E+02,3.73E-11
1.50E+02,3.77E-11
1.50E+02,3.80E-11
1.50E+02,3.83E-11
1.51E+02,3.85E-11
1.51E+02,3.88E-11
1.51E+02,3.91E-11
1.51E+02,3.96E-11
1.52E+02,4.02E-11
1.52E+02,4.08E-11
1.52E+02,4.14E-11
1.52E+02,4.19E-11
1.53E+02,4.23E-11
1.53E+02,4.27E-11
1.53E+02,4.30E-11
1.53E+02,4.35E-11
1.54E+02,4.40E-11
1.54E+02,4.47E-11
1.54E+02,4.55E-11
1.55E+02,4.63E-11
1.55E+02,4.71E-11
1.55E+02,4.78E-11
1.55E+02,4.84E-11
1.56E+02,4.88E-11
1.56E+02,4.93E-11
1.56E+02,4.97E-11
1.56E+02,5.02E-11
1.57E+02,5.10E-11
1.57E+02,5.18E-11
1.57E+02,5.29E-11
1.57E+02,5.40E-11
1.58E+02,5.50E-11
1.58E+02,5.60E-11
1.58E+02,5.69E-11
1.58E+02,5.76E-11
1.58E+02,5.82E-11
1.59E+02,5.89E-11
1.59E+02,5.97E-11
1.59E+02,6.06E-11
1.59E+02,6.17E-11
1.60E+02,6.29E-11
1.60E+02,6.41E-11
1.60E+02,6.52E-11
1.60E+02,6.62E-11
1.61E+02,6.70E-11
1.61E+02,6.75E-11
1.61E+02,6.78E-11
1.61E+02,6.81E-11
1.61E+02,6.85E-11
1.62E+02,6.89E-11
1.62E+02,6.96E-11
1.62E+02,7.04E-11
1.62E+02,7.14E-11
1.63E+02,7.25E-11
1.63E+02,7.36E-11
1.63E+02,7.47E-11
1.63E+02,7.56E-11
1.63E+02,7.64E-11
1.64E+02,7.71E-11
1.64E+02,7.77E-11
1.64E+02,7.83E-11
1.64E+02,7.91E-11
1.64E+02,8.00E-11
1.65E+02,8.11E-11
1.65E+02,8.23E-11
1.65E+02,8.37E-11
1.65E+02,8.51E-11
1.66E+02,8.65E-11
1.66E+02,8.78E-11
1.66E+02,8.89E-11
1.66E+02,8.98E-11
1.66E+02,9.05E-11
1.66E+02,9.10E-11
1.67E+02,9.16E-11
1.67E+02,9.22E-11
1.67E+02,9.29E-11
1.67E+02,9.38E-11
1.67E+02,9.49E-11
1.68E+02,9.62E-11
1.68E+02,9.78E-11
1.68E+02,9.94E-11
1.68E+02,1.01E-10
1.68E+02,1.03E-10
1.69E+02,1.05E-10
1.69E+02,1.06E-10
1.69E+02,1.08E-10
1.69E+02,1.09E-10
1.69E+02,1.10E-10
1.69E+02,1.12E-10
1.70E+02,1.13E-10
1.70E+02,1.15E-10
1.70E+02,1.16E-10
1.70E+02,1.18E-10
1.70E+02,1.21E-10
1.70E+02,1.23E-10
1.71E+02,1.26E-10
1.71E+02,1.29E-10
1.71E+02,1.31E-10
1.71E+02,1.34E-10
1.71E+02,1.37E-10
1.71E+02,1.39E-10
1.72E+02,1.42E-10
1.72E+02,1.44E-10
1.72E+02,1.47E-10
1.72E+02,1.49E-10
1.72E+02,1.51E-10
1.72E+02,1.54E-10
1.72E+02,1.56E-10
1.73E+02,1.59E-10
1.73E+02,1.62E-10
1.73E+02,1.65E-10
1.73E+02,1.68E-10
1.73E+02,1.72E-10
1.73E+02,1.76E-10
1.73E+02,1.81E-10
1.74E+02,1.85E-10
1.74E+02,1.90E-10
1.74E+02,1.95E-10
1.74E+02,1.99E-10
1.74E+02,2.04E-10
1.74E+02,2.09E-10
1.74E+02,2.14E-10
1.75E+02,2.19E-10
1.75E+02,2.23E-10
1.75E+02,2.28E-10
1.75E+02,2.33E-10
1.75E+02,2.39E-10
1.75E+02,2.44E-10
1.75E+02,2.50E-10
1.75E+02,2.56E-10
1.75E+02,2.63E-10
1.76E+02,2.70E-10
1.76E+02,2.77E-10
1.76E+02,2.85E-10
1.76E+02,2.94E-10
1.76E+02,3.03E-10
1.76E+02,3.12E-10
1.76E+02,3.22E-10
1.76E+02,3.32E-10
1.76E+02,3.42E-10
1.77E+02,3.53E-10
1.77E+02,3.64E-10
1.77E+02,3.75E-10
1.77E+02,3.86E-10
1.77E+02,3.98E-10
1.77E+02,4.09E-10
1.77E+02,4.21E-10
1.77E+02,4.34E-10
1.77E+02,4.46E-10
1.77E+02,4.59E-10
1.78E+02,4.73E-10
1.78E+02,4.87E-10
1.78E+02,5.01E-10
1.78E+02,5.16E-10
1.78E+02,5.32E-10
1.78E+02,5.48E-10
1.78E+02,5.66E-10
1.78E+02,5.85E-10
1.78E+02,6.05E-10
1.78E+02,6.26E-10
1.78E+02,6.49E-10
1.78E+02,6.74E-10
1.78E+02,7.00E-10
1.78E+02,7.29E-10
1.79E+02,7.60E-10
1.79E+02,7.94E-10
1.79E+02,8.30E-10
1.79E+02,8.70E-10
1.79E+02,9.13E-10
1.79E+02,9.59E-10
1.79E+02,1.01E-09
1.79E+02,1.06E-09
1.79E+02,1.12E-09
1.79E+02,1.19E-09
1.79E+02,1.26E-09
1.79E+02,1.34E-09
1.79E+02,1.42E-09
1.79E+02,1.51E-09
1.79E+02,1.62E-09
1.79E+02,1.73E-09
1.79E+02,1.86E-09
1.79E+02,2.00E-09
1.80E+02,2.16E-09
1.80E+02,2.33E-09
1.80E+02,2.53E-09
1.80E+02,2.76E-09
1.80E+02,3.02E-09
1.80E+02,3.32E-09
1.80E+02,3.66E-09
1.80E+02,4.06E-09
1.80E+02,4.53E-09
1.80E+02,5.08E-09
1.80E+02,5.75E-09
1.80E+02,6.55E-09
1.80E+02,7.54E-09
1.80E+02,8.77E-09
1.80E+02,1.03E-08
1.80E+02,1.23E-08
1.80E+02,1.50E-08
1.80E+02,1.86E-08
1.80E+02,2.37E-08
1.80E+02,3.13E-08
1.80E+02,4.31E-08
1.80E+02,6.31E-08
1.80E+02,1.01E-07
1.80E+02,1.88E-07
179.9975561,4.62E-07
179.999275,2.43E-06
